Data da Compra,Loja,UF,Categoria,Tamanho,Cor,Preço Unitário,Quantidade,Valor Total,Estação,Cidade,Tipo de Lead
2022-12-04,Loja_41,MG,Jaqueta,PP,Amarelo,204.84,19,3891.96,Primavera,Contagem,Inbound
2022-04-08,Loja_20,RS,Calça Jeans,M,Rosa,288.46,50,14423.0,Verão,Porto Alegre,Outbound
2022-12-14,Loja_47,SC,Jaqueta,PP,Verde,152.05,65,9883.25,Primavera,Blumenau,Outbound
2022-03-25,Loja_33,PR,Saia,M,Azul,66.66,93,6199.38,Verão,Curitiba,Inbound
2023-05-28,Loja_3,PE,Macacão,M,Preto,222.15,9,1999.35,Verão,Recife,Inbound
2022-09-02,Loja_22,BA,Jaqueta,G,Rosa,232.7,85,19779.5,Inverno,Salvador,Outbound
2023-04-27,Loja_24,MG,Vestido,PP,Vermelho,298.34,66,19690.44,Verão,Contagem,Outbound
2022-11-30,Loja_43,RS,Macacão,P,Vermelho,174.34,44,7670.96,Inverno,Caxias do Sul,Outbound
2022-03-07,Loja_6,PR,Blusa,PP,Verde,200.21,44,8809.24,Verão,Londrina,Inbound
2022-03-20,Loja_20,SP,Jaqueta,M,Cinza,278.09,56,15573.04,Verão,Campinas,Outbound
2023-03-18,Loja_33,RJ,Macacão,P,Verde,54.36,81,4403.16,Verão,Rio de Janeiro,Outbound
2023-04-05,Loja_7,MG,Calça Jeans,P,Cinza,132.09,85,11227.65,Verão,Contagem,Inbound
2022-10-13,Loja_16,SP,Jaqueta,P,Amarelo,232.83,94,21886.02,Inverno,Santos,Outbound
2023-10-21,Loja_13,PR,Saia,GG,Branco,70.29,79,5552.91,Inverno,Maringá,Inbound
2022-05-18,Loja_37,MG,Macacão,P,Branco,156.82,2,313.64,Verão,Contagem,Outbound
2023-03-06,Loja_47,GO,Macacão,G,Vermelho,210.27,3,630.81,Verão,Anápolis,Inbound
2023-10-02,Loja_1,RJ,Saia,PP,Rosa,220.87,76,16786.12,Inverno,Rio de Janeiro,Inbound
2024-02-27,Loja_32,MG,Vestido,PP,Verde,125.06,35,4377.1,Primavera,Belo Horizonte,Inbound
2023-08-08,Loja_31,RJ,Jaqueta,M,Amarelo,117.52,7,822.64,Outono,Petrópolis,Inbound
2024-03-08,Loja_33,DF,Short,M,Amarelo,217.44,14,3044.16,Verão,Brasília,Inbound
2023-01-29,Loja_24,PE,Macacão,P,Cinza,242.74,82,19904.68,Primavera,Olinda,Inbound
2023-06-30,Loja_12,DF,Calça Jeans,PP,Verde,149.27,10,1492.7,Outono,Brasília,Outbound
2022-07-13,Loja_2,GO,Calça Jeans,GG,Branco,260.03,43,11181.29,Outono,Goiânia,Outbound
2023-05-05,Loja_8,SC,Calça Jeans,G,Azul,46.93,99,4646.07,Verão,Blumenau,Outbound
2022-04-15,Loja_20,BA,Calça Jeans,P,Cinza,32.11,10,321.1,Verão,Salvador,Inbound
2024-03-26,Loja_41,SP,Saia,P,Cinza,250.99,17,4266.83,Verão,Campinas,Outbound
2024-03-02,Loja_40,RJ,Calça Jeans,G,Amarelo,148.58,84,12480.72,Verão,Rio de Janeiro,Inbound
2022-11-27,Loja_27,GO,Blusa,PP,Rosa,86.53,30,2595.9,Inverno,Anápolis,Outbound
2023-03-29,Loja_46,RJ,Vestido,GG,Verde,31.92,29,925.68,Verão,Niterói,Inbound
2024-02-04,Loja_20,GO,Jaqueta,M,Preto,61.82,100,6182.0,Primavera,Aparecida de Goiânia,Outbound
2022-12-01,Loja_11,RS,Camiseta,GG,Rosa,285.35,84,23969.4,Primavera,Porto Alegre,Outbound
2022-12-15,Loja_46,SP,Vestido,G,Preto,207.03,18,3726.54,Primavera,São Paulo,Inbound
2023-08-18,Loja_37,SC,Blusa,M,Vermelho,143.28,72,10316.16,Outono,Joinville,Outbound
2022-03-07,Loja_19,MG,Saia,G,Amarelo,207.34,93,19282.62,Verão,Contagem,Inbound
2023-08-26,Loja_12,BA,Macacão,M,Cinza,263.5,31,8168.5,Outono,Vitória da Conquista,Inbound
2023-11-09,Loja_31,MG,Blusa,PP,Rosa,97.67,77,7520.59,Inverno,Contagem,Outbound
2023-08-13,Loja_46,DF,Vestido,M,Rosa,272.17,47,12791.99,Outono,Brasília,Inbound
2023-08-17,Loja_43,RJ,Blusa,M,Azul,226.68,81,18361.08,Outono,Rio de Janeiro,Outbound
2022-04-19,Loja_34,BA,Macacão,GG,Amarelo,202.9,2,405.8,Verão,Feira de Santana,Outbound
2022-02-01,Loja_31,PE,Saia,P,Cinza,158.29,68,10763.72,Primavera,Recife,Outbound
2022-03-18,Loja_7,DF,Macacão,G,Rosa,171.02,11,1881.22,Verão,Brasília,Inbound
2022-04-22,Loja_43,SP,Short,P,Verde,97.84,39,3815.76,Verão,Campinas,Inbound
2023-09-12,Loja_41,SP,Vestido,P,Amarelo,246.8,24,5923.2,Inverno,Campinas,Outbound
2022-08-12,Loja_22,PR,Jaqueta,P,Vermelho,105.94,25,2648.5,Outono,Curitiba,Inbound
2022-09-11,Loja_23,BA,Blusa,PP,Amarelo,130.98,67,8775.66,Inverno,Feira de Santana,Inbound
2023-11-20,Loja_2,DF,Calça Jeans,G,Amarelo,117.39,75,8804.25,Inverno,Brasília,Inbound
2022-03-08,Loja_20,SP,Macacão,P,Azul,181.52,97,17607.44,Verão,Campinas,Outbound
2023-03-18,Loja_10,BA,Short,M,Azul,264.82,60,15889.2,Verão,Salvador,Outbound
2023-06-01,Loja_33,GO,Blusa,G,Amarelo,218.52,85,18574.2,Outono,Goiânia,Inbound
2023-03-27,Loja_48,SC,Vestido,P,Preto,143.52,20,2870.4,Verão,Blumenau,Inbound
2023-03-28,Loja_42,RJ,Saia,GG,Rosa,140.16,67,9390.72,Verão,Petrópolis,Inbound
2024-02-12,Loja_38,BA,Calça Jeans,G,Rosa,297.82,99,29484.18,Primavera,Salvador,Inbound
2022-12-05,Loja_15,PR,Vestido,G,Azul,197.92,71,14052.32,Primavera,Londrina,Inbound
2024-03-16,Loja_7,RS,Camiseta,M,Preto,285.55,18,5139.9,Verão,Caxias do Sul,Outbound
2024-03-23,Loja_46,SC,Calça Jeans,M,Cinza,217.22,2,434.44,Verão,Blumenau,Outbound
2023-12-27,Loja_36,RS,Jaqueta,P,Rosa,39.74,79,3139.46,Primavera,Caxias do Sul,Outbound
2022-05-06,Loja_21,SP,Jaqueta,GG,Vermelho,233.02,74,17243.48,Verão,São Paulo,Outbound
2023-12-25,Loja_1,SC,Jaqueta,P,Vermelho,52.7,84,4426.8,Primavera,Blumenau,Outbound
2022-01-06,Loja_36,SP,Saia,M,Azul,191.17,95,18161.15,Primavera,São Paulo,Outbound
2024-03-11,Loja_2,PR,Camiseta,P,Azul,149.6,83,12416.8,Verão,Curitiba,Inbound
2024-02-04,Loja_10,SC,Short,M,Rosa,83.83,6,502.98,Primavera,Blumenau,Outbound
2023-09-26,Loja_20,GO,Macacão,M,Azul,140.52,14,1967.28,Inverno,Aparecida de Goiânia,Outbound
2023-04-04,Loja_14,PE,Vestido,GG,Vermelho,286.74,6,1720.44,Verão,Recife,Inbound
2022-07-06,Loja_25,SC,Camiseta,M,Branco,207.7,44,9138.8,Outono,Florianópolis,Outbound
2023-06-12,Loja_35,GO,Calça Jeans,P,Preto,94.73,16,1515.68,Outono,Anápolis,Outbound
2022-10-11,Loja_45,GO,Jaqueta,PP,Verde,196.17,76,14908.92,Inverno,Anápolis,Outbound
2022-03-28,Loja_21,SP,Camiseta,G,Preto,201.69,6,1210.14,Verão,Santos,Inbound
2023-01-20,Loja_34,DF,Camiseta,M,Rosa,251.75,18,4531.5,Primavera,Brasília,Inbound
2023-05-28,Loja_13,SP,Vestido,M,Verde,268.56,76,20410.56,Verão,Campinas,Outbound
2023-01-18,Loja_21,PR,Macacão,PP,Cinza,75.45,93,7016.85,Primavera,Londrina,Inbound
2023-04-04,Loja_18,RS,Camiseta,GG,Branco,33.7,49,1651.3,Verão,Caxias do Sul,Inbound
2022-11-27,Loja_26,MG,Calça Jeans,GG,Vermelho,54.73,94,5144.62,Inverno,Contagem,Inbound
2023-02-19,Loja_15,SC,Calça Jeans,PP,Vermelho,108.65,56,6084.4,Primavera,Florianópolis,Outbound
2023-05-19,Loja_8,MG,Jaqueta,M,Branco,183.46,11,2018.06,Verão,Uberlândia,Inbound
2022-09-11,Loja_24,SP,Short,GG,Verde,164.01,69,11316.69,Inverno,Campinas,Inbound
2023-06-18,Loja_41,GO,Short,PP,Branco,96.42,96,9256.32,Outono,Aparecida de Goiânia,Outbound
2023-07-02,Loja_7,RS,Short,M,Rosa,152.17,10,1521.7,Outono,Caxias do Sul,Inbound
2023-03-27,Loja_27,RJ,Jaqueta,G,Branco,247.27,25,6181.75,Verão,Petrópolis,Outbound
2022-05-11,Loja_49,PE,Saia,P,Verde,230.31,10,2303.1,Verão,Caruaru,Outbound
2023-05-18,Loja_10,MG,Saia,M,Cinza,96.08,78,7494.24,Verão,Belo Horizonte,Outbound
2023-10-17,Loja_30,SP,Short,P,Cinza,150.54,10,1505.4,Inverno,São Paulo,Inbound
2022-04-23,Loja_48,RS,Camiseta,G,Verde,126.57,39,4936.23,Verão,Pelotas,Inbound
2022-11-26,Loja_36,MG,Calça Jeans,GG,Preto,253.49,70,17744.3,Inverno,Contagem,Outbound
2023-07-29,Loja_35,DF,Saia,GG,Amarelo,239.41,98,23462.18,Outono,Brasília,Outbound
2024-01-12,Loja_46,RS,Blusa,G,Branco,181.03,4,724.12,Primavera,Caxias do Sul,Outbound
2023-09-20,Loja_47,SP,Vestido,PP,Verde,187.52,87,16314.24,Inverno,Santos,Outbound
2023-10-29,Loja_44,PE,Blusa,PP,Azul,216.31,85,18386.35,Inverno,Recife,Inbound
2022-06-23,Loja_1,RJ,Calça Jeans,GG,Azul,141.07,96,13542.72,Outono,Niterói,Outbound
2024-01-18,Loja_38,PE,Vestido,GG,Amarelo,295.2,79,23320.8,Primavera,Caruaru,Inbound
2023-04-17,Loja_4,SP,Jaqueta,GG,Branco,170.93,19,3247.67,Verão,São Paulo,Inbound
2022-06-08,Loja_45,BA,Short,M,Vermelho,292.1,16,4673.6,Outono,Feira de Santana,Outbound
2022-06-20,Loja_44,SC,Saia,M,Verde,93.4,83,7752.2,Outono,Joinville,Inbound
2023-07-22,Loja_16,PR,Blusa,M,Vermelho,92.69,75,6951.75,Outono,Curitiba,Inbound
2024-03-02,Loja_27,RJ,Camiseta,M,Amarelo,268.56,56,15039.36,Verão,Rio de Janeiro,Outbound
2023-01-23,Loja_13,RJ,Calça Jeans,G,Branco,198.43,39,7738.77,Primavera,Rio de Janeiro,Inbound
2022-12-31,Loja_18,PE,Vestido,M,Azul,277.41,76,21083.16,Primavera,Olinda,Inbound
2022-03-12,Loja_30,RJ,Calça Jeans,G,Branco,275.62,43,11851.66,Verão,Niterói,Inbound
2022-05-10,Loja_18,RS,Camiseta,P,Amarelo,219.16,12,2629.92,Verão,Porto Alegre,Outbound
2024-02-27,Loja_24,RS,Macacão,M,Verde,196.38,84,16495.92,Primavera,Porto Alegre,Outbound
2024-01-21,Loja_44,SC,Saia,M,Azul,202.12,8,1616.96,Primavera,Blumenau,Inbound
2023-03-21,Loja_30,MG,Jaqueta,M,Preto,222.6,92,20479.2,Verão,Uberlândia,Inbound
2022-12-22,Loja_4,BA,Jaqueta,M,Rosa,81.84,49,4010.16,Primavera,Feira de Santana,Outbound
2022-12-22,Loja_22,PR,Calça Jeans,PP,Preto,62.06,41,2544.46,Primavera,Maringá,Inbound
2022-11-27,Loja_41,GO,Short,G,Vermelho,185.5,80,14840.0,Inverno,Anápolis,Outbound
2024-02-04,Loja_45,DF,Blusa,M,Amarelo,269.81,34,9173.54,Primavera,Brasília,Inbound
2023-11-16,Loja_38,DF,Saia,M,Cinza,158.2,5,791.0,Inverno,Brasília,Outbound
2024-03-25,Loja_26,RS,Camiseta,GG,Cinza,148.64,85,12634.4,Verão,Caxias do Sul,Inbound
2022-04-29,Loja_35,MG,Macacão,GG,Amarelo,185.46,66,12240.36,Verão,Belo Horizonte,Outbound
2023-04-21,Loja_5,SP,Calça Jeans,GG,Azul,280.21,9,2521.89,Verão,Santos,Outbound
2022-04-28,Loja_42,BA,Camiseta,GG,Preto,138.25,49,6774.25,Verão,Feira de Santana,Inbound
2022-05-07,Loja_11,RJ,Saia,PP,Vermelho,176.57,32,5650.24,Verão,Niterói,Outbound
2022-03-30,Loja_44,BA,Macacão,PP,Amarelo,46.17,47,2169.99,Verão,Vitória da Conquista,Outbound
2022-10-16,Loja_33,DF,Camiseta,P,Amarelo,40.26,79,3180.54,Inverno,Brasília,Inbound
2022-01-12,Loja_50,RJ,Blusa,P,Vermelho,133.61,53,7081.33,Primavera,Rio de Janeiro,Outbound
2024-01-14,Loja_44,RJ,Camiseta,P,Cinza,54.83,73,4002.59,Primavera,Rio de Janeiro,Outbound
2023-03-13,Loja_33,SP,Jaqueta,M,Branco,70.98,74,5252.52,Verão,Santos,Outbound
2023-01-28,Loja_23,GO,Macacão,G,Preto,212.89,51,10857.39,Primavera,Aparecida de Goiânia,Inbound
2024-02-01,Loja_43,BA,Camiseta,P,Azul,243.31,73,17761.63,Primavera,Salvador,Outbound
2023-10-17,Loja_9,PE,Jaqueta,GG,Cinza,173.65,87,15107.55,Inverno,Caruaru,Inbound
2023-04-07,Loja_37,DF,Blusa,M,Branco,252.91,9,2276.19,Verão,Brasília,Outbound
2023-03-26,Loja_24,PE,Calça Jeans,G,Branco,273.5,96,26256.0,Verão,Caruaru,Outbound
2023-05-28,Loja_9,MG,Camiseta,PP,Rosa,52.18,26,1356.68,Verão,Uberlândia,Outbound
2023-08-12,Loja_33,MG,Blusa,P,Azul,73.64,53,3902.92,Outono,Uberlândia,Outbound
2024-01-10,Loja_44,PR,Jaqueta,G,Cinza,62.78,50,3139.0,Primavera,Curitiba,Inbound
2022-12-03,Loja_14,DF,Jaqueta,P,Amarelo,249.23,74,18443.02,Primavera,Brasília,Outbound
2022-04-10,Loja_38,BA,Macacão,M,Vermelho,231.3,37,8558.1,Verão,Feira de Santana,Inbound
2022-07-04,Loja_44,SC,Macacão,G,Rosa,175.05,44,7702.2,Outono,Blumenau,Outbound
2022-10-19,Loja_49,PE,Camiseta,P,Azul,158.66,97,15390.02,Inverno,Recife,Outbound
2022-07-06,Loja_8,BA,Saia,M,Preto,185.39,45,8342.55,Outono,Feira de Santana,Inbound
2023-05-03,Loja_35,PR,Short,G,Amarelo,73.03,57,4162.71,Verão,Londrina,Outbound
2023-03-01,Loja_6,BA,Camiseta,GG,Vermelho,117.95,9,1061.55,Verão,Salvador,Outbound
2022-08-04,Loja_38,SC,Short,G,Branco,52.49,8,419.92,Outono,Joinville,Outbound
2024-03-17,Loja_40,MG,Camiseta,G,Amarelo,156.17,42,6559.14,Verão,Belo Horizonte,Inbound
2024-01-22,Loja_5,GO,Short,P,Rosa,297.44,98,29149.12,Primavera,Anápolis,Outbound
2023-08-26,Loja_43,SP,Vestido,P,Azul,161.17,77,12410.09,Outono,São Paulo,Outbound
2022-01-05,Loja_9,PR,Short,M,Azul,266.43,81,21580.83,Primavera,Curitiba,Outbound
2023-04-04,Loja_40,MG,Saia,P,Vermelho,138.49,47,6509.03,Verão,Uberlândia,Inbound
2022-09-23,Loja_16,SP,Blusa,M,Cinza,238.15,3,714.45,Inverno,São Paulo,Inbound
2023-11-28,Loja_36,DF,Camiseta,P,Preto,294.06,69,20290.14,Inverno,Brasília,Inbound
2023-12-04,Loja_36,RS,Macacão,P,Rosa,200.02,83,16601.66,Primavera,Caxias do Sul,Inbound
2023-12-30,Loja_44,DF,Calça Jeans,G,Branco,145.65,27,3932.55,Primavera,Brasília,Outbound
2022-10-11,Loja_6,RJ,Blusa,M,Verde,160.1,31,4963.1,Inverno,Rio de Janeiro,Inbound
2022-09-30,Loja_25,MG,Jaqueta,PP,Branco,158.12,6,948.72,Inverno,Uberlândia,Outbound
2023-08-06,Loja_4,RS,Calça Jeans,PP,Verde,58.45,88,5143.6,Outono,Pelotas,Outbound
2022-09-08,Loja_11,BA,Blusa,GG,Verde,107.02,14,1498.28,Inverno,Vitória da Conquista,Inbound
2023-02-22,Loja_8,BA,Short,PP,Azul,253.94,92,23362.48,Primavera,Salvador,Outbound
2022-04-22,Loja_21,BA,Macacão,PP,Cinza,153.21,67,10265.07,Verão,Feira de Santana,Outbound
2022-07-23,Loja_18,BA,Calça Jeans,G,Cinza,61.28,22,1348.16,Outono,Vitória da Conquista,Inbound
2022-12-22,Loja_35,GO,Camiseta,M,Cinza,192.57,93,17909.01,Primavera,Aparecida de Goiânia,Inbound
2024-03-14,Loja_30,MG,Jaqueta,GG,Vermelho,42.01,4,168.04,Verão,Uberlândia,Outbound
2024-01-06,Loja_34,PE,Jaqueta,G,Azul,213.35,16,3413.6,Primavera,Olinda,Inbound
2022-06-21,Loja_50,RS,Saia,G,Azul,160.08,7,1120.56,Outono,Porto Alegre,Inbound
2023-02-27,Loja_3,MG,Short,P,Rosa,86.65,47,4072.55,Primavera,Contagem,Outbound
2023-01-26,Loja_27,GO,Short,PP,Amarelo,49.63,45,2233.35,Primavera,Anápolis,Inbound
2022-04-07,Loja_21,MG,Calça Jeans,PP,Vermelho,266.12,10,2661.2,Verão,Uberlândia,Outbound
2023-11-14,Loja_8,RS,Vestido,G,Verde,285.9,54,15438.6,Inverno,Caxias do Sul,Inbound
2023-10-14,Loja_30,RS,Jaqueta,G,Vermelho,240.27,64,15377.28,Inverno,Caxias do Sul,Outbound
2024-02-26,Loja_46,GO,Vestido,P,Preto,166.52,56,9325.12,Primavera,Aparecida de Goiânia,Outbound
2023-04-01,Loja_17,RJ,Jaqueta,P,Amarelo,112.38,72,8091.36,Verão,Petrópolis,Inbound
2024-01-19,Loja_33,BA,Jaqueta,G,Preto,192.79,60,11567.4,Primavera,Feira de Santana,Outbound
2022-02-17,Loja_22,RS,Jaqueta,M,Preto,258.42,70,18089.4,Primavera,Porto Alegre,Inbound
2022-01-14,Loja_20,RS,Jaqueta,GG,Azul,170.73,98,16731.54,Primavera,Pelotas,Inbound
2022-01-16,Loja_43,MG,Calça Jeans,G,Azul,281.18,53,14902.54,Primavera,Uberlândia,Inbound
2022-03-07,Loja_27,SP,Jaqueta,GG,Azul,104.79,67,7020.93,Verão,São Paulo,Inbound
2023-07-15,Loja_38,RJ,Short,PP,Cinza,107.96,73,7881.08,Outono,Petrópolis,Outbound
2023-08-29,Loja_37,RS,Saia,G,Cinza,154.01,4,616.04,Outono,Porto Alegre,Inbound
2022-04-13,Loja_20,GO,Jaqueta,G,Verde,60.46,66,3990.36,Verão,Anápolis,Inbound
2023-06-21,Loja_38,RJ,Camiseta,PP,Rosa,171.45,35,6000.75,Outono,Rio de Janeiro,Outbound
2024-02-19,Loja_4,GO,Short,M,Amarelo,116.38,52,6051.76,Primavera,Goiânia,Inbound
2022-03-21,Loja_22,DF,Vestido,M,Amarelo,276.32,50,13816.0,Verão,Brasília,Outbound
2023-06-05,Loja_46,RS,Jaqueta,P,Vermelho,102.31,36,3683.16,Outono,Pelotas,Inbound
2023-08-16,Loja_24,PE,Short,GG,Vermelho,182.56,64,11683.84,Outono,Recife,Outbound
2024-03-27,Loja_12,SP,Vestido,M,Vermelho,71.25,6,427.5,Verão,Santos,Outbound
2022-11-16,Loja_14,DF,Jaqueta,PP,Cinza,57.94,80,4635.2,Inverno,Brasília,Inbound
2024-03-17,Loja_18,RJ,Macacão,PP,Rosa,59.62,48,2861.76,Verão,Petrópolis,Inbound
2023-12-06,Loja_2,RS,Jaqueta,G,Azul,103.03,82,8448.46,Primavera,Porto Alegre,Inbound
2022-12-27,Loja_17,SP,Jaqueta,PP,Vermelho,197.44,32,6318.08,Primavera,Santos,Inbound
2022-02-19,Loja_6,RJ,Blusa,M,Verde,72.06,50,3603.0,Primavera,Petrópolis,Outbound
2023-02-26,Loja_34,SP,Jaqueta,PP,Rosa,179.45,18,3230.1,Primavera,São Paulo,Outbound
2024-02-25,Loja_6,RS,Vestido,GG,Azul,74.21,23,1706.83,Primavera,Caxias do Sul,Outbound
2022-05-11,Loja_33,SP,Calça Jeans,PP,Branco,216.52,50,10826.0,Verão,São Paulo,Inbound
2023-08-17,Loja_15,BA,Blusa,PP,Cinza,91.15,47,4284.05,Outono,Feira de Santana,Inbound
2024-02-23,Loja_49,PE,Macacão,GG,Vermelho,271.52,92,24979.84,Primavera,Olinda,Inbound
2023-12-16,Loja_10,MG,Short,PP,Vermelho,116.15,78,9059.7,Primavera,Belo Horizonte,Inbound
2022-06-19,Loja_38,DF,Blusa,M,Preto,79.16,61,4828.76,Outono,Brasília,Inbound
2024-01-08,Loja_17,PR,Macacão,M,Vermelho,49.32,38,1874.16,Primavera,Londrina,Outbound
2024-01-10,Loja_43,GO,Blusa,G,Azul,189.86,64,12151.04,Primavera,Aparecida de Goiânia,Outbound
2022-01-18,Loja_28,SC,Saia,GG,Verde,263.5,24,6324.0,Primavera,Blumenau,Inbound
2022-12-14,Loja_10,RJ,Short,PP,Vermelho,53.16,16,850.56,Primavera,Rio de Janeiro,Outbound
2022-07-02,Loja_9,GO,Macacão,G,Vermelho,259.9,50,12995.0,Outono,Anápolis,Outbound
2023-06-25,Loja_43,SC,Jaqueta,M,Verde,70.1,100,7010.0,Outono,Joinville,Outbound
2022-09-12,Loja_9,SC,Camiseta,GG,Verde,270.46,64,17309.44,Inverno,Florianópolis,Inbound
2022-12-28,Loja_10,BA,Saia,P,Amarelo,242.53,5,1212.65,Primavera,Salvador,Outbound
2024-01-08,Loja_45,PE,Calça Jeans,GG,Preto,113.78,73,8305.94,Primavera,Caruaru,Inbound
2022-09-05,Loja_3,PE,Blusa,GG,Rosa,236.8,57,13497.6,Inverno,Olinda,Outbound
2024-03-28,Loja_33,GO,Blusa,P,Cinza,70.87,3,212.61,Verão,Anápolis,Outbound
2024-03-07,Loja_38,SC,Jaqueta,M,Vermelho,59.4,84,4989.6,Verão,Blumenau,Inbound
2023-04-23,Loja_28,MG,Calça Jeans,GG,Vermelho,184.21,53,9763.13,Verão,Contagem,Inbound
2024-03-19,Loja_34,PR,Camiseta,PP,Vermelho,30.61,29,887.69,Verão,Maringá,Inbound
2022-01-25,Loja_27,MG,Macacão,M,Azul,77.08,53,4085.24,Primavera,Belo Horizonte,Inbound
2022-08-10,Loja_28,SP,Vestido,P,Cinza,279.05,70,19533.5,Outono,Campinas,Outbound
2023-01-31,Loja_32,PE,Blusa,G,Branco,258.7,55,14228.5,Primavera,Recife,Inbound
2023-12-01,Loja_42,DF,Camiseta,PP,Preto,109.19,4,436.76,Primavera,Brasília,Outbound
2023-04-27,Loja_33,SC,Short,GG,Preto,30.93,61,1886.73,Verão,Blumenau,Inbound
2023-03-13,Loja_46,SP,Camiseta,G,Vermelho,101.22,46,4656.12,Verão,Campinas,Inbound
2022-05-09,Loja_49,MG,Vestido,G,Azul,136.32,14,1908.48,Verão,Belo Horizonte,Outbound
2023-03-16,Loja_31,SC,Vestido,P,Azul,227.0,13,2951.0,Verão,Florianópolis,Inbound
2023-07-29,Loja_16,RS,Macacão,GG,Azul,51.64,52,2685.28,Outono,Caxias do Sul,Outbound
2023-06-23,Loja_11,SC,Camiseta,G,Branco,178.89,22,3935.58,Outono,Blumenau,Outbound
2023-09-28,Loja_29,SP,Calça Jeans,P,Branco,43.15,88,3797.2,Inverno,Campinas,Inbound
2023-12-18,Loja_46,MG,Saia,GG,Branco,37.6,31,1165.6,Primavera,Belo Horizonte,Inbound
2022-04-12,Loja_42,DF,Vestido,M,Rosa,285.61,100,28561.0,Verão,Brasília,Inbound
2023-05-29,Loja_46,PE,Short,GG,Cinza,130.87,62,8113.94,Verão,Olinda,Outbound
2023-08-23,Loja_23,GO,Calça Jeans,PP,Vermelho,100.19,57,5710.83,Outono,Anápolis,Inbound
2022-01-24,Loja_7,PE,Macacão,PP,Azul,259.45,54,14010.3,Primavera,Recife,Outbound
2022-03-12,Loja_15,SP,Vestido,M,Verde,160.37,78,12508.86,Verão,São Paulo,Outbound
2023-07-12,Loja_4,RJ,Jaqueta,GG,Verde,185.46,60,11127.6,Outono,Niterói,Outbound
2023-07-21,Loja_48,SP,Saia,G,Verde,260.35,8,2082.8,Outono,São Paulo,Inbound
2023-05-26,Loja_9,RS,Short,M,Cinza,172.22,29,4994.38,Verão,Pelotas,Inbound
2023-06-16,Loja_44,DF,Short,M,Preto,145.16,32,4645.12,Outono,Brasília,Outbound
2023-05-30,Loja_33,RS,Blusa,M,Rosa,171.69,81,13906.89,Verão,Porto Alegre,Inbound
2023-11-30,Loja_50,PR,Short,G,Azul,30.13,93,2802.09,Inverno,Curitiba,Inbound
2022-04-28,Loja_46,MG,Short,PP,Verde,278.57,1,278.57,Verão,Contagem,Inbound
2023-10-14,Loja_10,BA,Short,P,Cinza,137.44,38,5222.72,Inverno,Salvador,Inbound
2022-08-27,Loja_15,PE,Camiseta,P,Vermelho,66.97,67,4486.99,Outono,Recife,Outbound
2022-03-07,Loja_19,PR,Vestido,G,Amarelo,82.62,5,413.1,Verão,Maringá,Outbound
2023-07-24,Loja_15,MG,Short,P,Verde,90.08,88,7927.04,Outono,Belo Horizonte,Outbound
2023-12-30,Loja_7,RS,Short,P,Branco,63.25,100,6325.0,Primavera,Porto Alegre,Inbound
2023-12-31,Loja_34,DF,Vestido,PP,Amarelo,126.88,19,2410.72,Primavera,Brasília,Inbound
2022-06-12,Loja_32,BA,Short,P,Amarelo,111.48,64,7134.72,Outono,Salvador,Outbound
2022-01-09,Loja_9,MG,Saia,P,Amarelo,203.09,53,10763.77,Primavera,Uberlândia,Outbound
2022-01-21,Loja_17,PR,Macacão,G,Preto,290.76,96,27912.96,Primavera,Maringá,Inbound
2023-01-12,Loja_46,SP,Short,PP,Preto,101.67,73,7421.91,Primavera,São Paulo,Inbound
2023-08-25,Loja_11,SP,Jaqueta,G,Verde,226.46,65,14719.9,Outono,Santos,Inbound
2023-10-10,Loja_26,PR,Camiseta,P,Amarelo,93.55,12,1122.6,Inverno,Curitiba,Outbound
2023-08-22,Loja_50,DF,Macacão,G,Preto,237.81,13,3091.53,Outono,Brasília,Inbound
2022-02-23,Loja_3,BA,Short,M,Cinza,290.3,100,29030.0,Primavera,Vitória da Conquista,Outbound
2022-12-19,Loja_38,RS,Saia,P,Preto,124.52,52,6475.04,Primavera,Caxias do Sul,Outbound
2023-01-18,Loja_20,PR,Calça Jeans,GG,Vermelho,245.54,84,20625.36,Primavera,Curitiba,Inbound
2023-07-28,Loja_37,DF,Macacão,PP,Branco,205.05,81,16609.05,Outono,Brasília,Inbound
2023-04-22,Loja_2,RJ,Calça Jeans,G,Rosa,61.62,88,5422.56,Verão,Rio de Janeiro,Outbound
2022-05-31,Loja_12,MG,Jaqueta,M,Preto,231.61,58,13433.38,Verão,Belo Horizonte,Outbound
2022-02-23,Loja_24,RJ,Saia,GG,Azul,295.44,95,28066.8,Primavera,Niterói,Outbound
2023-11-30,Loja_6,MG,Blusa,G,Amarelo,32.08,23,737.84,Inverno,Contagem,Outbound
2022-04-13,Loja_36,SP,Short,M,Rosa,98.8,21,2074.8,Verão,Campinas,Outbound
2023-05-04,Loja_14,SP,Short,PP,Verde,289.03,66,19075.98,Verão,São Paulo,Outbound
2022-06-20,Loja_19,SC,Blusa,G,Branco,229.36,98,22477.28,Outono,Florianópolis,Inbound
2023-05-14,Loja_31,DF,Short,GG,Amarelo,41.9,13,544.7,Verão,Brasília,Outbound
2023-05-29,Loja_26,PE,Macacão,P,Branco,31.42,1,31.42,Verão,Caruaru,Outbound
2022-02-18,Loja_49,RJ,Blusa,PP,Preto,222.85,11,2451.35,Primavera,Petrópolis,Inbound
